RegionCode,SubRegion,SiteName,Latitude,Longitude,Depth ,Location,InstrumentType,ProjectCode,tagNum,Fate,Deployment,Recovery,Duration,Species,BlockDimensions,PreWeightBlock,PreWeightEpoxied,PreVolume,PreRWDensity,PreCTDensity,PostWeightDirty,PostWeightClean,PostVolume,PostCTDensity,PostCTMacroboring,PostCTMacroboringRate,PostCTGrazing,PostCTGrazingRate,PostCTAccretion ,PostCTAccretionRate,Notes
SAMOA,TUT,OCC-TUT-002,-14.28537,-170.56395,14.6304,TUT-72,BMU,NCRMP,2483,SUCCESSFULLY RECOVERED,6/29/2018,7/8/2023,5.03,Porites lobata,5x2x1,11.4903,27.5918,10.48540306,1.095837703,1.089187528,37.9455,35.521,8.145521164,1.165444339,-0.048477173,-0.009647199,-2.291404723,-0.45600094,6.746232033,1.342533738,
SAMOA,TUT,OCC-TUT-017,-14.28537,-170.56395,14.6304,TUT-75,BMU,NCRMP,2484,SUCCESSFULLY RECOVERED,7/4/2018,7/1/2023,4.99,Porites lobata,5x2x1,11.8779,27.8104,10.60805511,1.119705721,1.114399464,35.094,32.1361,9.761232376,1.219582437,-0.075531006,-0.01513142,-0.771291728,-0.154515872,3.018673897,0.604742684,
SAMOA,TUT,OCC-TUT-017,-14.28537,-170.56395,14.6304,TUT-75,BMU,NCRMP,2485,NOT RECOVERED,7/4/2018,,,Porites lobata,5x2x1,10.5759,26.0799,10.11571312,1.045492283,1.041048952,,,,,,,,,,,Marked as recovered in Metadata but there is no sample.
SAMOA,TUT,OCC-TUT-002,-0.36896,-160.00826,14.6304,TUT-72,BMU,NCRMP,2486,SUCCESSFULLY RECOVERED,6/29/2018,7/8/2023,5.03,Porites lobata,5x2x1,12.0385,27.6403,10.74625969,1.12025024,1.115674752,36.2305,35.2057,8.406180382,1.220750576,-0.074269295,-0.014779959,-2.265810013,-0.450907465,7.444945335,1.481581161,
SAMOA,TUT,OCC-TUT-002,-0.36896,-160.00826,14.6304,TUT-72,BMU,NCRMP,2487,SUCCESSFULLY RECOVERED,6/29/2018,7/8/2023,5.03,Porites lobata,5x2x1,11.4473,27.4889,10.72275066,1.06757122,1.058377688,30.3467,28.1176,4.040359497,1.140911866,-0.274623871,-0.054651517,-6.407767292,-1.275177571,4.635380745,0.92246383,
SAMOA,TUT,OCC-TUT-017,-0.36896,-160.00826,14.6304,TUT-75,BMU,NCRMP,2488,SUCCESSFULLY RECOVERED,7/4/2018,7/1/2023,4.99,Porites lobata,5x2x1,12.0071,27.7054,10.72336864,1.119713441,1.11601416,26.4999,23.2982,4.517432213,1.35280321,-0.018050194,-0.003616066,-6.187886233,-1.239643319,0.830446243,0.166366526,
SAMOA,TUT,OCC-TUT-002,-0.36896,-160.00826,14.6304,TUT-72,BMU,NCRMP,2489,SUCCESSFULLY RECOVERED,6/29/2018,7/8/2023,5.03,Porites lobata,5x2x1,11.5855,27.5086,10.59038258,1.093964256,1.0930114,47.4772,44.9344,8.178085327,1.166032696,-0.19113636,-0.038037087,-2.221160893,-0.442022068,13.22656918,2.632153071,
SAMOA,TUT,OCC-TUT-017,-0.36896,-160.00826,14.6304,TUT-75,BMU,NCRMP,2490,SUCCESSFULLY RECOVERED,7/4/2018,7/1/2023,4.99,Porites lobata,5x2x1,11.7693,27.2259,10.75480843,1.094329116,1.093460696,36.9893,32.8977,8.583558083,1.203201226,-0.072973251,-0.014619015,-2.098277096,-0.420356013,4.560544968,0.913631713,
SAMOA,TUT,OCC-TUT-022,-14.2124,-169.44067,15.24,TUT-74,BMU,NCRMP,2491,SUCCESSFULLY RECOVERED,7/1/2018,7/4/2023,5.01,Porites lobata,5x2x1,15.0543,30.4526,11.05774784,1.361425511,1.33595088,35.4618,31.9054,9.234412193,1.42030113,-0.181866646,-0.036312808,-1.641469001,-0.327747554,2.0947752,0.418257943,
SAMOA,TUT,OCC-TUT-022,-14.2124,-169.44067,15.24,TUT-74,BMU,NCRMP,2492,SUCCESSFULLY RECOVERED,7/1/2018,7/4/2023,5.01,Porites lobata,5x2x1,16.942,32.2408,11.68182278,1.450287367,1.434651368,46.4106,40.9932,10.35457993,1.4699886,-0.278494835,-0.05560629,-1.048748015,-0.209400602,6.883921623,1.374493502,
SAMOA,TUT,OCC-TUT-022,-14.2124,-169.44067,15.24,TUT-74,BMU,NCRMP,2493,SUCCESSFULLY RECOVERED,7/1/2018,7/4/2023,5.01,Porites lobata,5x2x1,16.0324,31.2457,11.52228928,1.391424882,1.372757376,36.4194,32.8871,9.546217918,1.44587934,-0.09184742,-0.018338919,-1.884223942,-0.376217759,2.185944557,0.436461476,
SAMOA,TUT,OCC-TUT-022,-14.2124,-169.44067,15.24,TUT-74,BMU,NCRMP,2494,NOT RECOVERED,7/1/2018,,,Porites lobata,5x2x1,14.951,30.1364,10.79689121,1.384750454,1.354305176,,,,,,,,,,,
SAMOA,TUT,OCC-TUT-022,-14.2124,-169.44067,15.24,TUT-74,BMU,NCRMP,2495,SUCCESSFULLY RECOVERED,7/1/2018,7/4/2023,5.01,Porites lobata,5x2x1,15.6494,31.175,11.33707523,1.380373657,1.361250536,45.568,39.4647,10.56381798,1.45024482,-0.026144028,-0.005220105,-0.747113222,-0.149174021,6.650805473,1.327947848,
AMSO,Ofu,OCC-OFU-009,-0.38241,-160.00293,15.24,OFU-54,BMU,NCRMP,4581,SUCCESSFULLY RECOVERED,7/7/2018,7/22/2023,5.04,Porites lobata,5x2x1,12.0754,27.393,10.93819427,1.103966496,1.099070216,40.6256,33.8722,6.897654533,1.208953067,-0.03386879,-0.006717776,-4.006670947,-0.794711593,7.021430969,1.392680523,
AMSO,Ofu,OCC-OFU-009,-0.38241,-160.00293,15.24,OFU-54,BMU,NCRMP,4582,SUCCESSFULLY RECOVERED,7/7/2018,7/22/2023,5.04,Porites lobata,5x2x1,10.811,26.0523,9.96502018,1.084894943,1.072124216,26.7027,22.1891,0.608556747,1.40370447,-0.019878387,-0.003942821,-9.336585045,-1.851884637,4.135631561,0.820290558,Basically plate only
AMSO,Ofu,OCC-OFU-009,-0.38241,-160.00293,15.24,OFU-54,BMU,NCRMP,4583,SUCCESSFULLY RECOVERED,7/7/2018,7/22/2023,5.04,Porites lobata,5x2x1,13.2345,29.3196,10.92316532,1.21159935,1.189351808,51.3358,49.0276,9.367278099,1.254076236,-0.394040108,-0.078156716,-1.161847113,-0.230449014,14.93889141,2.9630859,
AMSO,Ofu,OCC-OFU-009,-0.38241,-160.00293,15.24,OFU-54,BMU,NCRMP,4584,NOT RECOVERED,7/7/2018,,,Porites lobata,5x2x1,11.8129,27.2531,10.59196186,1.115270255,1.104985256,,,,,,,,,,,
AMSO,Ofu,OCC-OFU-009,-0.38241,-160.00293,15.24,OFU-54,BMU,NCRMP,4585,SUCCESSFULLY RECOVERED,7/7/2018,7/22/2023,5.04,Porites lobata,5x2x1,13.5009,29.5439,11.05968761,1.220730682,1.202789552,40.3641,34.8363,9.58672142,1.35521792,-0.010128021,-0.002008864,-1.462838169,-0.290149719,3.498149872,0.693847909,
SAMOA,TUT,OCC-TUT-007,5.88323,-162.13318,14.6304,TUT-16,BMU,NCRMP,4586,SUCCESSFULLY RECOVERED,7/5/2018,6/30/2023,4.99,Porites lobata,5x2x1,13.3067,28.8695,10.80556011,1.231467861,1.21678408,35.4041,30.2563,4.029699326,1.34259434,-0.273834229,-0.0549194,-6.502026556,-1.30402761,6.251795769,1.253842048,
SAMOA,TUT,OCC-TUT-007,5.88323,-162.13318,14.6304,TUT-16,BMU,NCRMP,4587,SUCCESSFULLY RECOVERED,7/5/2018,6/30/2023,4.99,Porites lobata,5x2x1,12.7527,28.3916,11.34933186,1.123652049,1.10749536,34.7836,29.2168,5.403496742,1.297194083,-0.045043945,-0.009033883,-5.900791173,-1.183445583,4.387218475,0.879887828,
SAMOA,TUT,OCC-TUT-007,5.88323,-162.13318,14.6304,TUT-16,BMU,NCRMP,4588,SUCCESSFULLY RECOVERED,7/5/2018,6/30/2023,4.99,Porites lobata,5x2x1,12.9412,28.5646,11.03873634,1.172344334,1.16189072,21.4694,18.7112,0.238274574,1.41518511,-0.008076668,-0.001619833,-10.7923851,-2.16448949,1.516791344,0.304203278,Basically plate only
SAMOA,TUT,OCC-TUT-007,5.88323,-162.13318,14.6304,TUT-16,BMU,NCRMP,4589,SUCCESSFULLY RECOVERED,7/5/2018,6/30/2023,4.99,Porites lobata,5x2x1,12.2552,27.8439,11.22558975,1.091719925,1.093475488,28.9362,27.4696,2.398238182,1.258210397,-0.15911293,-0.031911228,-8.668238638,-1.73847683,5.790086746,1.161243024,
SAMOA,TUT,OCC-TUT-007,5.88323,-162.13318,14.6304,TUT-16,BMU,NCRMP,4590,NOT RECOVERED,7/5/2018,,,Porites lobata,5x2x1,13.101,28.7159,11.65581608,1.123988223,1.113854496,,,,,,,,,,,
AMSO,Tau,OCC-TAU-002,5.89733,-162.07817,14.9352,TAU-04,BMU,NCRMP,4596,SUCCESSFULLY RECOVERED,7/12/2018,8/1/2023,5.05,Porites lobata,5x2x1,11.9313,27.67,10.71501732,1.113511966,1.109842336,32.9772,28.5194,7.932094574,1.246558456,-0.117424965,-0.023239685,-2.665497781,-0.527531172,1.691362381,0.334739119,
AMSO,Tau,OCC-TAU-002,5.89733,-162.07817,14.9352,TAU-04,BMU,NCRMP,4597,SUCCESSFULLY RECOVERED,7/12/2018,8/1/2023,5.05,Porites lobata,5x2x1,11.8345,28.0266,11.09571934,1.066582493,1.056950488,32.8985,30.3134,8.662350655,1.176718679,-0.207753182,-0.041116627,-2.225615504,-0.440473657,2.09768486,0.415154783,
AMSO,Tau,OCC-TAU-002,5.89733,-162.07817,14.9352,TAU-04,BMU,NCRMP,4598,NOT RECOVERED,7/12/2018,,,Porites lobata,5x2x1,11.1781,26.6478,10.20166397,1.095713408,1.084819704,,,,,,,,,,,
AMSO,Tau,OCC-TAU-002,5.89733,-162.07817,14.9352,TAU-04,BMU,NCRMP,4599,SUCCESSFULLY RECOVERED,7/12/2018,8/1/2023,5.05,Porites lobata,5x2x1,11.3578,27.4778,11.00543404,1.032017452,1.027433152,36.0628,29.5068,7.314937592,1.145302889,-0.124986649,-0.024736225,-3.565509799,-0.705653396,4.19052887,0.829351508,
AMSO,Tau,OCC-TAU-002,5.89733,-162.07817,14.9352,TAU-04,BMU,NCRMP,4600,NOT RECOVERED,7/12/2018,,,Porites lobata,5x2x1,12.2642,27.9143,11.13757038,1.10115578,1.119162352,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,46.0544,37.7906,,,,,,,,,
