basin,region,subRegion,island,siteName,yearFishSurvey,siteFishSurvey,latitudeFishSurvey,longitudeFishSurvey,latitudeBMU,longitudeBMU,boundaryNumber,habitatFishSurvey,density_ind_PSU,biomass_kg_PSU,density_ind_m2,biomass_g_m2,density_ind_ha,biomass_kg_ha
pacific,MARIAN,MAU,Maug,OCC-MAU-002,2022,39282,20.033527,145.227613,20.03570278,145.224671,5,AGR,,,0.025464789,20.38565589,254.6479089,203.8565589
pacific,MARIAN,MAU,Maug,OCC-MAU-005,2014,7119,20.02738802,145.2361619,20.02032585,145.2397174,3,AGR,,,0.016976526,6.675464611,169.7652726,66.75464611
pacific,MARIAN,MAU,Maug,OCC-MAU-005,2014,7135,20.02515525,145.2367923,20.02032585,145.2397174,3,ROB,,,0.022635368,12.62395911,226.3536968,126.2395911
pacific,MARIAN,MAU,Maug,OCC-MAU-005,2014,7139,20.01751992,145.2398099,20.02032585,145.2397174,3,AGR,,,0.005658842,4.643358228,56.58842421,46.43358228
pacific,MARIAN,MAU,Maug,OCC-MAU-005,2014,7144,20.01922287,145.2397687,20.02032585,145.2397174,3,AGR,,,0.022635368,9.64159607,226.3536968,96.4159607
pacific,MARIAN,MAU,Maug,OCC-MAU-005,2014,7151,20.02359889,145.2378243,20.02032585,145.2397174,3,PAV,,,0.028294211,22.38870729,282.942121,223.8870729
pacific,MARIAN,MAU,Maug,OCC-MAU-005,2017,11096,20.01737,145.238246,20.02032585,145.2397174,3,AGR,,,0.011317685,7.22819523,113.1768484,72.2819523
pacific,MARIAN,MAU,Maug,OCC-MAU-005,2017,11098,20.026274,145.236228,20.02032585,145.2397174,3,AGR,,,0.014147105,6.490057114,141.4710605,64.90057114
pacific,MARIAN,MAU,Maug,OCC-MAU-005,2017,11113,20.020083,145.240403,20.02032585,145.2397174,3,AGR,,,0.014147105,7.18334894,141.4710605,71.8334894
pacific,MARIAN,MAU,Maug,OCC-MAU-005,2017,11123,20.02594,145.23709,20.02032585,145.2397174,3,AGR,,,0.014147106,7.225542519,141.4710605,72.25542519
pacific,MARIAN,MAU,Maug,OCC-MAU-005,2017,11124,20.02361,145.23755,20.02032585,145.2397174,3,PAV,,,0.025464789,26.36740447,254.6479089,263.6740447
pacific,MARIAN,MAU,Maug,OCC-MAU-005,2022,39361,20.02174,145.239679,20.02032585,145.2397174,3,AGR,,,0.022635368,9.104165494,226.3536968,91.04165494
pacific,MARIAN,MAU,Maug,OCC-MAU-008,2014,7095,20.0136142,145.2095198,20.0131216,145.2080595,1,ROB,,,0.016976526,18.58155706,169.7652726,185.8155706
pacific,MARIAN,MAU,Maug,OCC-MAU-008,2014,7096,20.01744951,145.2066699,20.0131216,145.2080595,1,AGR,,,0.016976526,13.49906318,169.7652726,134.9906318
pacific,MARIAN,MAU,Maug,OCC-MAU-008,2014,7100,20.01860605,145.207487,20.0131216,145.2080595,1,AGR,,,0.005658842,2.236012359,56.58842421,22.36012359
pacific,MARIAN,MAU,Maug,OCC-MAU-008,2014,7101,20.01136576,145.2095204,20.0131216,145.2080595,1,AGR,,,0.016976526,12.21310686,169.7652726,122.1310686
pacific,MARIAN,MAU,Maug,OCC-MAU-008,2017,11076,20.011337,145.208608,20.0131216,145.2080595,1,AGR,,,0.005658842,2.990474427,56.58842421,29.90474427
pacific,MARIAN,MAU,Maug,OCC-MAU-008,2017,11077,20.014862,145.207001,20.0131216,145.2080595,1,AGR,,,0.022635369,3.159057933,226.3536968,31.59057932
pacific,MARIAN,MAU,Maug,OCC-MAU-008,2017,11078,20.015366,145.208589,20.0131216,145.2080595,1,APS,,,0.02829421,27.60233341,282.9421211,276.0233341
pacific,MARIAN,MAU,Maug,OCC-MAU-008,2017,11114,20.010294,145.213003,20.0131216,145.2080595,1,AGR,,,0.025464789,19.50290632,254.6479089,195.0290632
pacific,MARIAN,MAU,Maug,OCC-MAU-008,2022,39206,20.010954,145.212179,20.0131216,145.2080595,1,APS,,,0.008488263,4.112495549,84.88263632,41.12495549
pacific,MARIAN,MAU,Maug,OCC-MAU-008,2022,39303,20.014822,145.20833,20.0131216,145.2080595,1,ROB,,,0.02829421,12.12794607,282.9421211,121.2794607
pacific,MARIAN,MAU,Maug,OCC-MAU-016,2014,7063,20.01808494,145.2299857,20.02296447,145.2299637,4,AGR,,,0.011317684,8.258012985,113.1768484,82.58012984
pacific,MARIAN,MAU,Maug,OCC-MAU-016,2014,7071,20.0205395,145.2300088,20.02296447,145.2299637,4,AGR,,,0.005658842,1.476213304,56.58842421,14.76213304
pacific,MARIAN,MAU,Maug,OCC-MAU-016,2014,7140,20.0150869,145.2286121,20.02296447,145.2299637,4,ROB,,,0.056588421,14.85006149,565.8842421,148.5006149
pacific,MARIAN,MAU,Maug,OCC-MAU-016,2017,11095,20.023049,145.230014,20.02296447,145.2299637,4,ROB,,,0.005658842,5.302323481,56.58842421,53.02323481
pacific,MARIAN,MAU,Maug,OCC-MAU-016,2017,11100,20.014688,145.227793,20.02296447,145.2299637,4,AGR,,,0.005658842,1.689594599,56.58842421,16.89594599
pacific,MARIAN,MAU,Maug,OCC-MAU-016,2017,11101,20.017018,145.229027,20.02296447,145.2299637,4,ROB,,,0.031123633,4.476210113,311.2363331,44.76210113
pacific,MARIAN,MAU,Maug,OCC-MAU-016,2022,39205,20.018459,145.230181,20.02296447,145.2299637,4,ROB,,,0.059417841,44.04300735,594.1784542,440.4300735
pacific,MARIAN,MAU,Maug,OCC-MAU-016,2022,39283,20.016847,145.229033,20.02296447,145.2299637,4,ROB,,,0.039611894,22.75824618,396.1189695,227.5824618
pacific,MARIAN,MAU,Maug,OCC-MAU-016,2022,39304,20.021502,145.229476,20.02296447,145.2299637,4,ROB,,,0.031123632,11.67974811,311.2363331,116.7974811
pacific,MARIAN,MAU,Maug,OCC-MAU-016,2022,39325,20.015073,145.22838,20.02296447,145.2299637,4,ROB,,,0.022635369,2.840899764,226.3536968,28.40899763
pacific,MARIAN,MAU,Maug,OCC-MAU-018,2014,7063,20.01808494,145.2299857,20.02249,145.22971,4,AGR,,,0.011317684,8.258012985,113.1768484,82.58012984
pacific,MARIAN,MAU,Maug,OCC-MAU-018,2014,7071,20.0205395,145.2300088,20.02249,145.22971,4,AGR,,,0.005658842,1.476213304,56.58842421,14.76213304
pacific,MARIAN,MAU,Maug,OCC-MAU-018,2014,7140,20.0150869,145.2286121,20.02249,145.22971,4,ROB,,,0.056588421,14.85006149,565.8842421,148.5006149
pacific,MARIAN,MAU,Maug,OCC-MAU-018,2017,11095,20.023049,145.230014,20.02249,145.22971,4,ROB,,,0.005658842,5.302323481,56.58842421,53.02323481
pacific,MARIAN,MAU,Maug,OCC-MAU-018,2017,11100,20.014688,145.227793,20.02249,145.22971,4,AGR,,,0.005658842,1.689594599,56.58842421,16.89594599
pacific,MARIAN,MAU,Maug,OCC-MAU-018,2017,11101,20.017018,145.229027,20.02249,145.22971,4,ROB,,,0.031123633,4.476210113,311.2363331,44.76210113
pacific,MARIAN,MAU,Maug,OCC-MAU-018,2022,39205,20.018459,145.230181,20.02249,145.22971,4,ROB,,,0.059417841,44.04300735,594.1784542,440.4300735
pacific,MARIAN,MAU,Maug,OCC-MAU-018,2022,39283,20.016847,145.229033,20.02249,145.22971,4,ROB,,,0.039611894,22.75824618,396.1189695,227.5824618
pacific,MARIAN,MAU,Maug,OCC-MAU-018,2022,39304,20.021502,145.229476,20.02249,145.22971,4,ROB,,,0.031123632,11.67974811,311.2363331,116.7974811
pacific,MARIAN,MAU,Maug,OCC-MAU-018,2022,39325,20.015073,145.22838,20.02249,145.22971,4,ROB,,,0.022635369,2.840899764,226.3536968,28.40899763
pacific,MARIAN,MAU,Maug,OCC-MAU-019,2014,7103,20.011206,145.2268421,20.01398,145.22746,2,AGR,,,0,0,0,0
pacific,MARIAN,MAU,Maug,OCC-MAU-019,2014,7140,20.0150869,145.2286121,20.01398,145.22746,2,ROB,,,0.056588421,14.85006149,565.8842421,148.5006149
pacific,MARIAN,MAU,Maug,OCC-MAU-019,2014,7141,20.01347557,145.2266663,20.01398,145.22746,2,AGR,,,0.016976526,4.297964796,169.7652726,42.97964796
pacific,MARIAN,MAU,Maug,OCC-MAU-019,2014,7142,20.0111459,145.2313212,20.01398,145.22746,2,AGR,,,0.011317684,4.111260845,113.1768484,41.11260845
pacific,MARIAN,MAU,Maug,OCC-MAU-019,2014,7152,20.01002583,145.2291126,20.01398,145.22746,2,AGR,,,0,0,0,0
pacific,MARIAN,MAU,Maug,OCC-MAU-019,2017,11094,20.010271,145.230254,20.01398,145.22746,2,AGR,,,0.011317684,3.858767778,113.1768484,38.58767778
pacific,MARIAN,MAU,Maug,OCC-MAU-019,2017,11100,20.014688,145.227793,20.01398,145.22746,2,AGR,,,0.005658842,1.689594599,56.58842421,16.89594599
pacific,MARIAN,MAU,Maug,OCC-MAU-019,2017,11116,20.010593,145.227438,20.01398,145.22746,2,AGR,,,0.033953052,21.76528439,339.5305453,217.6528439
pacific,MARIAN,MAU,Maug,OCC-MAU-019,2022,39280,20.013121,145.226011,20.01398,145.22746,2,AGR,,,0.02263537,16.70031443,226.3536968,167.0031443
pacific,MARIAN,MAU,Maug,OCC-MAU-019,2022,39325,20.015073,145.22838,20.01398,145.22746,2,ROB,,,0.022635369,2.840899764,226.3536968,28.40899763
pacific,MARIAN,MAU,Maug,OCC-MAU-019,2022,39363,20.011199,145.231346,20.01398,145.22746,2,AGR,,,0.014147105,11.25350978,141.4710605,112.5350978
pacific,MARIAN,PAG,Pagan,OCC-PAG-002,2014,6955,18.15455971,145.8074209,18.16783765,145.7949484,3,ROB,,,0.011317684,6.689891826,113.1768484,66.89891826
pacific,MARIAN,PAG,Pagan,OCC-PAG-002,2014,6961,18.15874857,145.8077774,18.16783765,145.7949484,3,AGR,,,0.016976526,3.356775397,169.7652726,33.56775397
pacific,MARIAN,PAG,Pagan,OCC-PAG-002,2014,6974,18.16955687,145.7931388,18.16783765,145.7949484,3,AGR,,,0.028294211,17.63202553,282.942121,176.3202553
pacific,MARIAN,PAG,Pagan,OCC-PAG-002,2014,6975,18.16849136,145.7849975,18.16783765,145.7949484,3,PAV,,,0,0,0,0
pacific,MARIAN,PAG,Pagan,OCC-PAG-002,2014,6976,18.17047435,145.7791176,18.16783765,145.7949484,3,AGR,,,0.016976526,16.54373204,169.7652726,165.4373204
pacific,MARIAN,PAG,Pagan,OCC-PAG-002,2017,10932,18.163628,145.803245,18.16783765,145.7949484,3,AGR,,,0.011317684,4.8585964,113.1768484,48.585964
pacific,MARIAN,PAG,Pagan,OCC-PAG-002,2017,10933,18.166786,145.798806,18.16783765,145.7949484,3,AGR,,,0.008488263,2.602553362,84.88263632,26.02553362
pacific,MARIAN,PAG,Pagan,OCC-PAG-002,2017,10938,18.169705,145.791789,18.16783765,145.7949484,3,AGR,,,0.016976526,10.05687823,169.7652726,100.5687823
pacific,MARIAN,PAG,Pagan,OCC-PAG-002,2017,10943,18.158203,145.806402,18.16783765,145.7949484,3,ROB,,,0.022635368,12.77489206,226.3536968,127.7489206
pacific,MARIAN,PAG,Pagan,OCC-PAG-002,2022,39184,18.153754,145.807587,18.16783765,145.7949484,3,ROB,,,0.022635368,12.41843103,226.3536968,124.1843103
pacific,MARIAN,PAG,Pagan,OCC-PAG-002,2022,39608,18.15496,145.80765,18.16783765,145.7949484,3,ROB,,,0.011317684,6.365872682,113.1768484,63.65872682
pacific,MARIAN,PAG,Pagan,OCC-PAG-002,2022,39609,18.161447,145.806286,18.16783765,145.7949484,3,AGR,,,0.048100159,37.63247833,481.0016057,376.3247833
pacific,MARIAN,PAG,Pagan,OCC-PAG-002,2022,39610,18.167871,145.792585,18.16783765,145.7949484,3,AGR,,,0.022635369,15.31393567,226.3536968,153.1393567
pacific,MARIAN,PAG,Pagan,OCC-PAG-002,2022,39611,18.17046,145.778856,18.16783765,145.7949484,3,AGR,,,0.02546479,22.39753048,254.6479089,223.9753048
pacific,MARIAN,PAG,Pagan,OCC-PAG-006,2014,6897,18.10593068,145.7831409,18.09612301,145.7648616,2,SCR,,,0,0,0,0
pacific,MARIAN,PAG,Pagan,OCC-PAG-006,2014,6898,18.09061602,145.7591141,18.09612301,145.7648616,2,ROB,,,0.022635368,21.07530871,226.3536968,210.7530871
pacific,MARIAN,PAG,Pagan,OCC-PAG-006,2014,6907,18.10292182,145.7720827,18.09612301,145.7648616,2,ROB,,,0.025464789,15.35190174,254.6479089,153.5190174
pacific,MARIAN,PAG,Pagan,OCC-PAG-006,2017,10917,18.090721,145.761289,18.09612301,145.7648616,2,AGR,,,0.008488263,5.180678518,84.88263632,51.80678518
pacific,MARIAN,PAG,Pagan,OCC-PAG-006,2017,10921,18.09933,145.768536,18.09612301,145.7648616,2,APS,,,0,0,0,0
pacific,MARIAN,PAG,Pagan,OCC-PAG-006,2017,10922,18.084114,145.754432,18.09612301,145.7648616,2,ROB,,,0.011317684,17.1387265,113.1768484,171.387265
pacific,MARIAN,PAG,Pagan,OCC-PAG-006,2017,10945,18.105012,145.779169,18.09612301,145.7648616,2,AGR,,,0.011317684,3.949398022,113.1768484,39.49398022
pacific,MARIAN,PAG,Pagan,OCC-PAG-006,2022,39180,18.10446,145.778809,18.09612301,145.7648616,2,APS,,,0.036782474,34.63956294,367.8247574,346.3956294
pacific,MARIAN,PAG,Pagan,OCC-PAG-006,2022,39580,18.096297,145.764923,18.09612301,145.7648616,2,AGR,,,0.011317684,29.47095762,113.1768484,294.7095762
pacific,MARIAN,PAG,Pagan,OCC-PAG-006,2022,39581,18.092339,145.762026,18.09612301,145.7648616,2,PAV,,,0.011317684,14.72655005,113.1768484,147.2655005
pacific,MARIAN,PAG,Pagan,OCC-PAG-006,2022,39582,18.083121,145.753955,18.09612301,145.7648616,2,ROB,,,0.011317684,4.8585964,113.1768484,48.585964
pacific,MARIAN,PAG,Pagan,OCC-PAG-009,2014,6900,18.04265359,145.7116766,18.0456409,145.706226,1,AGR,,,0.011317684,11.55674857,113.1768484,115.5674857
